card_name,in_perc_of_decks,avg_copies,deck_winrate,times_played,url,CLASS,RARITY,CARDTYPE,COLLECTIBLE,ELITE,COST,HEALTH,ATK,BATTLECRY,HAS_DIAMOND_QUALITY,MAX_SIDEBOARD_CARDS,DISCOVER,DECK_RULE_MOD_DECK_SIZE,MANATHIRST,TAG_SCRIPT_DATA_NUM_1,ENCHANTMENT_BIRTH_VISUAL,ENCHANTMENT_IDLE_VISUAL,CARDRACE,FACTION,TAUNT,AttackVisualType,TITAN,DONT_PICK_FROM_SUBSETS,AFFECTED_BY_HEALING_DOES_DAMAGE,COUNTER,USE_DISCOVER_VISUALS,AURA,DEATHRATTLE,FREEZE,DECK_ACTION_COST,FORGE,COLLECTION_RELATED_CARD_DATABASE_ID,FORGES_INTO,TRIGGER_VISUAL,MINI_SET,DIVINE_SHIELD,TECH_LEVEL,IS_BACON_POOL_MINION,CHARGE,HAS_SIGNATURE_QUALITY,MULTI_CLASS_GROUP,MULTIPLE_CLASSES,COMBO,COST_UNHOLY,CANT_BE_DAMAGED,OVERLOAD,REBORN,RUSH,DREDGE,SPELLPOWER,KABAL,CORPSE,SECRET,ADJACENT_BUFF,WHELP,BONUSEFFECTS,MAGNETIC,ENTITY_TAG_THRESHOLD_TAG_ID,ENTITY_TAG_THRESHOLD_VALUE,FROZEN,WINDFURY,FAST_BATTLECRY,OUTCAST,COST_FROST,POISONOUS,DevState,IMP,TOPDECK,FINALE,QUEST,LIFESTEAL,JADE_GOLEM,JADE_LOTUS,OVERKILL,CARD_COSTS_HEALTH,CHOOSE_ONE,INFUSE,TAG_SCRIPT_DATA_NUM_2,COST_BLOOD,COLOSSAL,TRANSFORMED_FROM_CARD_VISUAL_TYPE,START_OF_GAME,DISPLAY_CARD_ON_MOUSEOVER,COLOSSAL_LIMB_ON_LEFT,STEALTH,TRADEABLE,COLLECTIONMANAGER_FILTER_MANA_EVEN,SILENCE,FRENZY,EMPOWER,SPELLBURST,CORRUPT,RITUAL,EVILZUG,DORMANT,DECK_RULE_COUNT_AS_COPY_OF_CARD_ID,DEATH_KNIGHT,PLAYER_TAG_THRESHOLD_TAG_ID,PLAYER_TAG_THRESHOLD_VALUE,ADAPT,HEROPOWER_DAMAGE,DISCARD_CARDS,INSPIRE,ECHO,HONORABLEKILL,ENRAGED,RECRUIT,GRIMY_GOONS,MAGNETIC_TO_RACE,OVERHEAL,MULTIPLY_BUFF_VALUE,TARGETING_ARROW_TYPE,IMMUNE_WHILE_ATTACKING,CORRUPTEDCARD,VOODOO_LINK,COLLECTIONMANAGER_FILTER_MANA_ODD,SPARE_PART,EXTRA_DEATHRATTLES_BASE,SPELLPOWER_FIRE,DURABILITY,SPELLPOWER_NATURE,MEGA_WINDFURY,CASTSWHENDRAWN,FORGETFUL,FINISH_ATTACK_SPELL_ON_DAMAGE
Murlocula,0.80%,1.8,58.20%,980,https://hearthstone.fandom.com//wiki/Murlocula,12.0,1.0,4.0,1.0,,4.0,4.0,3.0,,,,,,,4.0,,,14.0,,,,,,,,,,,,,,79536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najak Hexxen,1.60%,1,63.20%,970,https://hearthstone.fandom.com//wiki/Najak_Hexxen,6.0,5.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviana,1.30%,1,63.20%,970,https://hearthstone.fandom.com//wiki/Aviana,2.0,5.0,4.0,1.0,1.0,10.0,5.0,5.0,,,,,,,,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menacing Nimbus,0.70%,1.8,49.90%,970,https://hearthstone.fandom.com//wiki/Menacing_Nimbus,8.0,1.0,4.0,1.0,0.0,2.0,3.0,2.0,1.0,,,,,,,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fogsail Freebooter,0.60%,1.9,56.60%,960,https://hearthstone.fandom.com//wiki/Fogsail_Freebooter,12.0,3.0,4.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor Vendor,0.60%,1.4,46.20%,960,https://hearthstone.fandom.com//wiki/Armor_Vendor,12.0,3.0,4.0,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baritone Imp,0.50%,1.8,54.10%,950,https://hearthstone.fandom.com//wiki/Baritone_Imp,9.0,1.0,4.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vulpera Scoundrel,0.80%,1.4,49.40%,950,https://hearthstone.fandom.com//wiki/Vulpera_Scoundrel,12.0,4.0,4.0,1.0,0.0,3.0,3.0,2.0,1.0,,,1.0,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiftscale Trickster,0.90%,1.7,55.00%,950,https://hearthstone.fandom.com//wiki/Swiftscale_Trickster,7.0,3.0,4.0,1.0,,4.0,2.0,2.0,1.0,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirty Rat,0.90%,1.1,52.70%,950,https://hearthstone.fandom.com//wiki/Dirty_Rat,12.0,4.0,4.0,1.0,0.0,2.0,6.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dread Corsair,0.60%,1.9,62.40%,940,https://hearthstone.fandom.com//wiki/Dread_Corsair,12.0,1.0,4.0,1.0,0.0,4.0,3.0,3.0,,,,,,,,0.0,0.0,23.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yelling Yodeler,1.20%,1.7,55.30%,940,https://hearthstone.fandom.com//wiki/Yelling_Yodeler,1.0,3.0,4.0,1.0,,4.0,4.0,3.0,1.0,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,29.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylvanas Windrunner,1.60%,1,49.70%,940,https://hearthstone.fandom.com//wiki/Sylvanas_Windrunner,12.0,5.0,4.0,1.0,1.0,6.0,5.0,5.0,,,,,,,,0.0,0.0,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antique Healbot,1.10%,1.3,51.60%,940,https://hearthstone.fandom.com//wiki/Antique_Healbot,12.0,1.0,4.0,1.0,0.0,5.0,3.0,3.0,1.0,,,,,,,0.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Bannerman,0.60%,1.7,52.20%,930,https://hearthstone.fandom.com//wiki/Alliance_Bannerman,5.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thornveil Tentacle,0.80%,1.3,56.50%,930,https://hearthstone.fandom.com//wiki/Thornveil_Tentacle,9.0,1.0,4.0,1.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamsin Roame,1.10%,1,56.80%,920,https://hearthstone.fandom.com//wiki/Tamsin_Roame,9.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravenous Kraken,1.00%,1.8,47.00%,920,https://hearthstone.fandom.com//wiki/Ravenous_Kraken,12.0,1.0,4.0,1.0,,3.0,5.0,2.0,1.0,,,,,,,,,20.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V-07-TR-0N Prime,0.60%,1,53.90%,920,https://hearthstone.fandom.com//wiki/V-07-TR-0N_Prime,7.0,5.0,4.0,1.0,1.0,6.0,5.0,3.0,,,,,,,,,,17.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirin Tor Mage,0.60%,1.7,57.90%,920,https://hearthstone.fandom.com//wiki/Kirin_Tor_Mage,4.0,3.0,4.0,1.0,0.0,3.0,3.0,4.0,1.0,,,,,,,0.0,0.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reno the Relicologist,1.30%,1,54.20%,920,https://hearthstone.fandom.com//wiki/Reno_the_Relicologist,4.0,5.0,4.0,1.0,1.0,6.0,6.0,4.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Rig Carpenter,0.60%,1.6,56.20%,920,https://hearthstone.fandom.com//wiki/Jerry_Rig_Carpenter,2.0,3.0,4.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Void Virtuoso,0.70%,1.4,52.50%,910,https://hearthstone.fandom.com//wiki/Void_Virtuoso,9.0,1.0,4.0,1.0,,1.0,3.0,1.0,,,,,,,,,,15.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plagiarizarrr,0.80%,1.3,54.60%,910,https://hearthstone.fandom.com//wiki/Plagiarizarrr,6.0,3.0,4.0,1.0,,3.0,3.0,4.0,1.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,1.0,,,,,,35.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neptulon the Tidehunter,3.20%,1,55.80%,900,https://hearthstone.fandom.com//wiki/Neptulon_the_Tidehunter,12.0,5.0,4.0,1.0,1.0,10.0,7.0,7.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,80016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stitched Giant,0.90%,1.8,49.70%,900,https://hearthstone.fandom.com//wiki/Stitched_Giant,1.0,4.0,4.0,1.0,,9.0,8.0,8.0,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacrificial Summoner,0.60%,2,50.40%,900,https://hearthstone.fandom.com//wiki/Sacrificial_Summoner,9.0,4.0,4.0,1.0,,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Harvester of Envy,1.80%,1,58.90%,900,https://hearthstone.fandom.com//wiki/The_Harvester_of_Envy,6.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smothering Starfish,1.40%,1.1,58.50%,900,https://hearthstone.fandom.com//wiki/Smothering_Starfish,12.0,4.0,4.0,1.0,,4.0,4.0,2.0,1.0,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pufferfist,0.70%,1.7,60.20%,900,https://hearthstone.fandom.com//wiki/Pufferfist,12.0,1.0,4.0,1.0,,3.0,3.0,3.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scabbs Cutterbutter,0.50%,1,53.10%,890,https://hearthstone.fandom.com//wiki/Scabbs_Cutterbutter,7.0,5.0,4.0,1.0,1.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Dummy,0.50%,1.8,51.50%,890,https://hearthstone.fandom.com//wiki/Target_Dummy,12.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,17.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherspite Historian,0.70%,1.3,56.20%,890,https://hearthstone.fandom.com//wiki/Netherspite_Historian,12.0,1.0,4.0,1.0,0.0,2.0,3.0,1.0,1.0,,,1.0,,,,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotting Necromancer,0.60%,1.8,60.40%,880,https://hearthstone.fandom.com//wiki/Rotting_Necromancer,6.0,1.0,4.0,1.0,,4.0,4.0,5.0,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blademaster Samuro,1.50%,1,67.40%,880,https://hearthstone.fandom.com//wiki/Blademaster_Samuro,12.0,5.0,4.0,1.0,1.0,4.0,6.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashen Elemental,1.30%,1.1,60.40%,880,https://hearthstone.fandom.com//wiki/Ashen_Elemental,12.0,4.0,4.0,1.0,,3.0,4.0,2.0,1.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muckborn Servant,0.60%,1.5,52.70%,870,https://hearthstone.fandom.com//wiki/Muckborn_Servant,5.0,1.0,4.0,1.0,,3.0,4.0,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutlass Courier,0.60%,1.7,60.50%,870,https://hearthstone.fandom.com//wiki/Cutlass_Courier,7.0,1.0,4.0,1.0,,3.0,5.0,2.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pandaren Importer,0.70%,1.3,53.00%,860,https://hearthstone.fandom.com//wiki/Pandaren_Importer,12.0,1.0,4.0,1.0,,2.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warhorse Trainer,0.70%,1.8,59.30%,860,https://hearthstone.fandom.com//wiki/Warhorse_Trainer,5.0,1.0,4.0,1.0,0.0,3.0,4.0,3.0,,,,,,,,0.0,0.0,,,1.0,,,,,,,1.0,,,,,1652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield of Galakrond,0.60%,1.7,46.90%,860,https://hearthstone.fandom.com//wiki/Shield_of_Galakrond,12.0,1.0,4.0,1.0,0.0,5.0,5.0,4.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamewaker,0.50%,1.8,55.30%,860,https://hearthstone.fandom.com//wiki/Flamewaker,4.0,3.0,4.0,1.0,0.0,3.0,4.0,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pozzik, Audio Engineer",1.50%,1,53.90%,860,"https://hearthstone.fandom.com//wiki/Pozzik,_Audio_Engineer",12.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,92238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightray,0.60%,1.6,58.30%,850,https://hearthstone.fandom.com//wiki/Lightray,5.0,1.0,4.0,1.0,,10.0,5.0,5.0,,,,,,,,,,18.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Witchwood Piper,0.60%,1.5,43.20%,850,https://hearthstone.fandom.com//wiki/Witchwood_Piper,12.0,3.0,4.0,1.0,0.0,4.0,3.0,3.0,1.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanndar Stormpike,0.80%,1,50.90%,840,https://hearthstone.fandom.com//wiki/Vanndar_Stormpike,12.0,5.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obsidian Statue,1.30%,1.3,47.70%,840,https://hearthstone.fandom.com//wiki/Obsidian_Statue,6.0,4.0,4.0,1.0,0.0,9.0,8.0,4.0,,,,,,,,0.0,0.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Banshee,0.50%,1.9,64.30%,840,https://hearthstone.fandom.com//wiki/Banshee,12.0,3.0,4.0,1.0,,1.0,1.0,2.0,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Guide,0.90%,1.2,49.90%,840,https://hearthstone.fandom.com//wiki/Spirit_Guide,6.0,1.0,4.0,1.0,,5.0,5.0,5.0,,,,,,,,,,11.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud Prince,0.70%,1.8,59.40%,830,https://hearthstone.fandom.com//wiki/Cloud_Prince,4.0,1.0,4.0,1.0,0.0,5.0,4.0,4.0,1.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aya Blackpaw,0.90%,1,49.00%,830,https://hearthstone.fandom.com//wiki/Aya_Blackpaw,12.0,5.0,4.0,1.0,1.0,6.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,42098.0,,,,,,,,,2.0,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobold Stickyfinger,2.20%,1,58.50%,830,https://hearthstone.fandom.com//wiki/Kobold_Stickyfinger,12.0,4.0,4.0,1.0,,5.0,4.0,4.0,1.0,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tar Creeper,0.70%,1.5,44.60%,830,https://hearthstone.fandom.com//wiki/Tar_Creeper,12.0,1.0,4.0,1.0,0.0,3.0,5.0,1.0,,,,,,,,0.0,0.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnivorous Cube,0.80%,1.6,53.50%,830,https://hearthstone.fandom.com//wiki/Carnivorous_Cube,12.0,4.0,4.0,1.0,0.0,5.0,6.0,4.0,1.0,,,,,,,0.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overlord Runthak,1.50%,1,43.50%,830,https://hearthstone.fandom.com//wiki/Overlord_Runthak,12.0,5.0,4.0,1.0,1.0,5.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mecha'thun,1.10%,1,48.60%,820,https://hearthstone.fandom.com//wiki/Mecha%27thun,12.0,5.0,4.0,1.0,1.0,10.0,10.0,10.0,,,,,,,,0.0,0.0,17.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Leviathan,1.20%,1,62.40%,820,https://hearthstone.fandom.com//wiki/The_Leviathan,5.0,5.0,4.0,1.0,1.0,7.0,5.0,4.0,,,,,,,,0.0,0.0,17.0,3.0,,,,,,,,,,,,,71982.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,71982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanter,0.60%,1.3,33.50%,820,https://hearthstone.fandom.com//wiki/Enchanter,12.0,4.0,4.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plated Beetle,0.70%,1.4,48.20%,820,https://hearthstone.fandom.com//wiki/Plated_Beetle,12.0,1.0,4.0,1.0,0.0,2.0,3.0,2.0,,,,,,,,,,20.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
